75,FF0A,2006,2D06,3B06,8206
0C,1E3C,062E,063B,0680,0674
0C,1E3D,062D,0639,0680,0674
0C,1E3E,062B,0638,067F,0672
0C,1E3F,062C,0638,0680,0674
0C,1E40,062D,063B,0681,0676
0C,1E41,062D,063B,0681,0675
0C,1E42,062C,0639,0680,0674
0C,1E43,062B,0638,0680,0672
0C,1E44,062C,0639,0680,0674
0C,1E45,062F,063B,0681,0675
0C,1E46,062D,063A,0681,0676
0C,1E47,062D,0639,0680,0674
0C,1E48,062B,0638,067F,0672
0C,1E49,062C,0639,0680,0674
0C,1E4A,062E,063B,0681,0675
0C,1E4B,062D,063A,0681,0675
0C,1E4C,062D,0639,0680,0674
0C,1E4D,062C,0638,067F,0673
0C,1E4E,062D,0639,0680,0674
0C,1E4F,062D,063B,0681,0676
0C,1E50,062D,063B,0681,0675
0C,1E51,062D,0639,0680,0675
0C,1E52,062B,0637,067F,0674
0C,1E53,062C,0639,0680,0674
0C,1E54,062E,063A,0681,0675
0C,1E55,062D,063A,0681,0675
0C,1E56,062C,0639,0680,0674
0C,1E57,062B,0637,067F,0673
0C,1E58,062C,0639,0680,0674
0C,1E59,062E,063B,0681,0675
0C,1E5A,062D,063A,0681,0675
0C,1E5B,062C,0638,0680,0674
0C,1E5C,062B,0637,067F,0673
0C,1E5D,062C,0638,0680,0674
0C,1E5E,062D,063B,0681,0676
0C,1E5F,062D,063B,0680,0675
0C,1E60,062C,0639,0681,0674
0C,1E61,062B,0638,067F,0673
0C,1E62,062C,0639,067F,0673
0C,1E63,062E,063B,0681,0676
0C,1E64,062E,063B,0680,0675
0C,1E65,062C,0639,0680,0674
0C,1E66,062B,0638,067F,0673
0C,1E67,062C,0639,0680,0673
0C,1E68,062E,063B,0681,0675
0C,1E69,062E,063A,0680,0675
0C,1E6A,062C,0639,0680,0674
0C,1E6B,062B,0638,067F,0673
0C,1E6C,062C,0638,067F,0674
0C,1E6D,062D,063B,0681,0675
0C,1E6E,062D,063A,0681,0675
0C,1E6F,062C,0639,0680,0674
0C,1E70,062B,0637,067F,0673
0C,1E71,062C,0638,067F,0674
0C,1E72,062E,063B,0681,0676
0C,1E73,062D,063A,0681,0675
0C,1E74,062C,0639,0680,0674
0C,1E75,062B,0637,067F,0673
0C,1E76,062B,0639,0680,0674
0C,1E77,062E,063B,0681,0675
0C,1E78,062D,063B,0681,0675
0C,1E79,062D,0639,0680,0674
0C,1E7A,062C,0638,067F,0673
0C,1E7B,062C,0638,0680,0674
0C,1E7C,062E,063B,0681,0675
0C,1E7D,062E,063B,0681,0675
0C,1E7E,062D,0639,0680,0674
0C,1E7F,062C,0638,0680,0674
0C,1E80,062C,0639,067F,0674
0C,1E81,062E,063B,0681,0676
0C,1E82,062D,063B,0681,0676
0C,1E83,062D,0639,0680,0675
0C,1E84,062B,0637,067F,0673
0C,1E85,062B,0639,0680,0674
0C,1E86,062E,063B,0681,0675
0C,1E87,062D,063A,0680,0675
0C,1E88,062C,0639,0681,0674
0C,1E89,062B,0637,0680,0673
0C,1E8A,062C,0638,067F,0674
0C,1E8B,062E,063B,0681,0676
0C,1E8C,062E,063B,0680,0675
0C,1E8D,062C,0639,0681,0674
0C,1E8E,062B,0638,067F,0673
0C,1E8F,062C,0639,0680,0673
0C,1E90,062E,063A,0680,0676
0C,1E91,062D,063B,0681,0675
0C,1E92,062D,063A,0680,0674
0C,1E93,062B,0638,067F,0673
0C,1E94,062B,0639,0680,0674
0C,1E95,062E,063B,0681,0676
0C,1E96,062D,063A,0681,0676
0C,1E97,062D,063A,0680,0674
0C,1E98,062C,0638,067F,0673
0C,1E99,062C,0638,067F,0674
0C,1E9A,062E,063B,0681,0676
0C,1E9B,062E,063B,0681,0675
0C,1E9C,062D,063A,0680,0674
0C,1E9D,062B,0638,0680,0673
0C,1E9E,062C,0639,067F,0673
0C,1E9F,062D,063A,0681,0675
0C,1EA0,062D,063B,0681,0676
0C,1EA1,062D,0639,0680,0675
0C,1EA2,062A,0637,0680,0674
0C,1EA3,062B,0638,0680,0674
0C,1EA4,062D,063A,0681,0675
0C,1EA5,062D,063A,0681,0676
0C,1EA6,062D,0639,0680,0675
0C,1EA7,062C,0637,067F,0673
0C,1EA8,062C,0638,067F,0673
0C,1EA9,062E,063B,0680,0675
0C,1EAA,062E,063B,0680,0675
0C,1EAB,062C,0639,0681,0674
0C,1EAC,062C,0638,067F,0673
0C,1EAD,062C,0638,067F,0674
0C,1EAE,062E,063A,0681,0676
0C,1EAF,062E,063B,0681,0675
0C,1EB0,062C,0639,0681,0674
0C,1EB1,062B,0638,0680,0673
0C,1EB2,062B,0639,0680,0673
0C,1EB3,062D,063B,0681,0676
0C,1EB4,062D,063A,0681,0675
0C,1EB5,062D,0639,0680,0675
0C,1EB6,062C,0638,067F,0673
0C,1EB7,062B,0638,067F,0673
0C,1EB8,062E,063B,0681,0676
0C,1EB9,062E,063B,0681,0675
0C,1EBA,062D,063A,0681,0674
0C,1EBB,062C,0638,067F,0672
0C,1EBC,062B,0638,067F,0673
0C,1EBD,062E,063A,0681,0675
0C,1EBE,062D,063B,0681,0675
0C,1EBF,062C,0639,0681,0675
0C,1EC0,062B,0638,0680,0673
0C,1EC1,062C,0639,067F,0673
0C,1EC2,062D,063B,0681,0676
0C,1EC3,062D,063B,0681,0676
0C,1EC4,062D,0639,0680,0674
0C,1EC5,062C,0638,067F,0673
0C,1EC6,062B,0638,0680,0673
0C,1EC7,062D,063C,0681,0675
0C,1EC8,062E,063B,0681,0675
0C,1EC9,062D,063A,0680,0674
0C,1ECA,062B,0638,067F,0672
0C,1ECB,062B,0638,067F,0673
0C,1ECC,062D,063B,0681,0675
0C,1ECD,062E,063B,0681,0675
0C,1ECE,062C,0639,0681,0675
0C,1ECF,062B,0638,0680,0674
0C,1ED0,062B,0638,067F,0673
0C,1ED1,062D,063B,0681,0675
0C,1ED2,062E,063B,0681,0675
0C,1ED3,062C,0639,0680,0674
0C,1ED4,062B,0637,0680,0673
0C,1ED5,062B,0638,067F,0673
0C,1ED6,062D,063B,0681,0675
0C,1ED7,062E,063B,0680,0675
0C,1ED8,062D,063A,0680,0674
0C,1ED9,062C,0638,067F,0673
0C,1EDA,062C,0638,067F,0673
0C,1EDB,062E,063B,0681,0676
0C,1EDC,062E,063B,0681,0676
0C,1EDD,062D,0639,0680,0675
0C,1EDE,062B,0638,0680,0674
0C,1EDF,062C,0638,067F,0673
0C,1EE0,062E,063A,0680,0676
0C,1EE1,062E,063B,0681,0675
0C,1EE2,062D,0639,0680,0674
0C,1EE3,062C,0637,067F,0674
0C,1EE4,062B,0638,067F,0673
0C,1EE5,062D,063A,0681,0676
0C,1EE6,062E,063B,0681,0676
0C,1EE7,062D,0639,0680,0674
0C,1EE8,062B,0638,067F,0673
0C,1EE9,062C,0638,067F,0673
0C,1EEA,062D,063A,0681,0676
0C,1EEB,062E,063B,0681,0675
0C,1EEC,062D,063A,0681,0675
0C,1EED,062B,0638,0680,0673
0C,1EEE,062B,0638,067F,0673
0C,1EEF,062D,063A,0682,0675
0C,1EF0,062D,063B,0682,0676
0C,1EF1,062D,063A,0680,0674
0C,1EF2,062B,0638,067F,0673
0C,1EF3,062B,0638,067F,0673
0C,1EF4,062D,063B,0681,0675
0C,1EF5,062D,063B,0681,0676
0C,1EF6,062D,063A,0680,0674
0C,1EF7,062C,0638,067F,0673
0C,1EF8,062B,0638,067F,0674
0C,1EF9,062D,063B,0681,0675
0C,1EFA,062E,063C,0681,0675
0C,1EFB,062C,0639,0680,0675
0C,1EFC,062C,0638,0680,0673
0C,1EFD,062C,0638,067F,0673
0C,1EFE,062E,063B,0681,0676
0C,1EFF,062E,063B,0681,0675
0C,1F00,062D,0639,0681,0675
0C,1F01,062C,0638,0680,0674
0C,1F02,062B,0638,067F,0673
0C,1F03,062E,063B,0681,0675
0C,1F04,062D,063B,0681,0675
0C,1F05,062D,063A,0681,0674
0C,1F06,062C,0638,067F,0673
0C,1F07,062B,0637,067F,0673
0C,1F08,062E,063B,0681,0675
0C,1F09,062E,063B,0681,0676
0C,1F0A,062C,0639,0680,0674
0C,1F0B,062C,0638,067F,0673
0C,1F0C,062B,0638,067F,0673
0C,1F0D,062E,063B,0681,0675
0C,1F0E,062E,063B,0681,0675
0C,1F0F,062C,063A,0680,0675
0C,1F10,062B,0638,0680,0674
0C,1F11,062B,0639,067F,0672
0C,1F12,062D,063B,0681,0675
0C,1F13,062E,063B,0681,0676
0C,1F14,062D,063A,0681,0674
0C,1F15,062C,0638,0680,0673
0C,1F16,062B,0638,067F,0673
0C,1F17,062E,063A,0681,0675
0C,1F18,062E,063A,0680,0676
0C,1F19,062D,0639,0680,0675
0C,1F1A,062C,0638,0680,0673
0C,1F1B,062C,0638,067F,0673
0C,1F1C,062D,063A,0681,0675
0C,1F1D,062D,063B,0681,0675
0C,1F1E,062D,0639,0680,0674
0C,1F1F,062B,0638,0680,0674
0C,1F20,062C,0638,067F,0672
0C,1F21,062E,063B,0681,0675
0C,1F22,062D,063B,0681,0676
0C,1F23,062D,063A,0680,0674
0C,1F24,062B,0638,0680,0673
0C,1F25,062A,0637,0680,0674
0C,1F26,062D,063B,0681,0675
0C,1F27,062E,063B,0681,0676
0C,1F28,062D,063A,0680,0675
0C,1F29,062C,0638,067F,0674
0C,1F2A,062B,0637,067F,0673
0C,1F2B,062D,063A,0681,0675
0C,1F2C,062E,063B,0681,0675
0C,1F2D,062D,0639,0680,0674
0C,1F2E,062B,0638,0680,0674
0C,1F2F,062B,0638,067F,0673
0C,1F30,062D,063A,0681,0675
0C,1F31,062D,063C,0682,0675
0C,1F32,062C,063A,0680,0674
0C,1F33,062B,0637,0680,0674
0C,1F34,062B,0638,067F,0673
0C,1F35,062E,063B,0681,0675
0C,1F36,062E,063B,0681,0676
0C,1F37,062D,063A,0680,0674
0C,1F38,062B,0638,0680,0673
0C,1F39,062A,0638,067F,0673
0C,1F3A,062D,063B,0681,0675
0C,1F3B,062E,063B,0681,0675
0C,1F3C,062D,063A,0680,0675
0C,1F3D,062B,0639,0680,0673
0C,1F3E,062C,0638,067F,0672
0C,1F3F,062D,063B,0681,0675
0C,1F40,062E,063B,0681,0676
0C,1F41,062D,063A,0680,0675
0C,1F42,062B,0638,0680,0674
0C,1F43,062B,0638,067F,0673
0C,1F44,062D,063A,0681,0675
0C,1F45,062E,063B,0681,0676
0C,1F46,062D,063A,0680,0674
0C,1F47,062D,0639,067F,0673
0C,1F48,062B,0637,067F,0673
0C,1F49,062D,063B,0681,0675
0C,1F4A,062D,063B,0681,0675
0C,1F4B,062C,0639,0681,0675
0C,1F4C,062C,0639,0680,0673
0C,1F4D,062B,0638,067F,0672
0C,1F4E,062E,063B,0681,0675
0C,1F4F,062D,063C,0682,0676
0C,1F50,062D,063A,0680,0675
0C,1F51,062C,0639,0680,0674
0C,1F52,062B,0638,067F,0673
0C,1F53,062E,063B,0681,0675
0C,1F54,062F,063C,0681,0675
0C,1F55,062D,063B,0681,0674
0C,1F56,062C,0638,0680,0673
0C,1F57,062B,0638,067F,0673
0C,1F58,062E,063B,0681,0675
0C,1F59,062E,063C,0681,0676
0C,1F5A,062D,063A,0681,0675
0C,1F5B,062B,0638,0680,0674
0C,1F5C,062B,0638,067F,0673
0C,1F5D,062D,063A,0681,0675
0C,1F5E,062E,063C,0681,0675
0C,1F5F,062D,063A,0680,0675
0C,1F60,062C,0638,0680,0674
0C,1F61,062B,0638,067F,0673
0C,1F62,062E,063B,0681,0675
0C,1F63,062E,063B,0681,0676
0C,1F64,062D,063A,0681,0675
0C,1F65,062C,0638,0680,0673
0C,1F66,062B,0638,067F,0673
0C,1F67,062D,063B,0681,0674
0C,1F68,062E,063B,0681,0675
0C,1F69,062D,063A,0680,0675
0C,1F6A,062C,0639,0680,0673
0C,1F6B,062C,0637,067F,0673
0C,1F6C,062D,063A,0681,0675
0C,1F6D,062D,063B,0681,0676
0C,1F6E,062D,0639,0680,0675
0C,1F6F,062C,0638,0680,0673
0C,1F70,062B,0638,067F,0673
0C,1F71,062D,063A,0681,0675
0C,1F72,062D,063B,0681,0676
0C,1F73,062D,063A,0681,0674
0C,1F74,062C,0639,0680,0674
0C,1F75,062B,0638,067F,0672
0C,1F76,062D,063A,0681,0675
0C,1F77,062E,063B,0681,0676
0C,1F78,062D,063A,0680,0675
0C,1F79,062B,0638,067F,0673
0C,1F7A,062B,0638,067F,0673
0C,1F7B,062D,063A,0681,0675
0C,1F7C,062E,063B,0681,0675
0C,1F7D,062D,063A,0680,0674
0C,1F7E,062C,0638,067F,0673
0C,1F7F,062C,0638,067F,0673
0C,1F80,062D,063B,0680,0675
0C,1F81,062E,063C,0681,0675
0C,1F82,062C,063A,0681,0674
0C,1F83,062C,0638,0680,0674
0C,1F84,062B,0638,067F,0673
0C,1F85,062D,063A,0681,0675
0C,1F86,062E,063B,0681,0676
0C,1F87,062D,063A,0681,0675
0C,1F88,062B,0639,0680,0673
0C,1F89,062B,0637,067F,0673
0C,1F8A,062C,063A,0681,0675
0C,1F8B,062E,063B,0681,0675
0C,1F8C,062D,063A,0681,0675
0C,1F8D,062C,0639,0680,0673
0C,1F8E,062B,0638,067F,0673
0C,1F8F,062D,063A,0680,0675
0C,1F90,062E,063B,0681,0676
0C,1F91,062D,063A,0680,0675
0C,1F92,062C,0638,0680,0674
0C,1F93,062B,0638,067F,0673
0C,1F94,062D,063A,0681,0675
0C,1F95,062E,063B,0680,0676
0C,1F96,062D,063A,0680,0675
0C,1F97,062C,0639,067F,0673
0C,1F98,062B,0637,067F,0673
0C,1F99,062D,063A,0681,0674
0C,1F9A,062E,063C,0681,0675
0C,1F9B,062D,063A,0681,0675
0C,1F9C,062C,0638,067F,0673
0C,1F9D,062C,0638,067F,0672
0C,1F9E,062D,063B,0681,0675
0C,1F9F,062D,063B,0681,0675
0C,1FA0,062D,063A,0681,0674
0C,1FA1,062C,0638,0680,0674
0C,1FA2,062A,0637,067F,0673
0C,1FA3,062D,063A,0680,0674
0C,1FA4,062D,063B,0680,0676
0C,1FA5,062D,063A,0680,0675
0C,1FA6,062B,0637,067F,0674
0C,1FA7,062B,0637,067F,0673
0C,1FA8,062D,063A,0680,0675
0C,1FA9,062E,063B,0681,0675
0C,1FAA,062D,063A,0681,0675
0C,1FAB,062B,0638,0680,0674
0C,1FAC,062B,0638,067F,0673
0C,1FAD,062D,063A,0681,0675
0C,1FAE,062E,063B,0681,0676
0C,1FAF,062D,063B,0680,0674
0C,1FB0,062C,0639,0680,0673
0C,1FB1,062C,0639,067F,0672
0C,1FB2,062E,063A,0680,0674
0C,1FB3,062E,063B,0681,0675
0C,1FB4,062D,063A,0680,0674
0C,1FB5,062C,0638,0680,0673
0C,1FB6,062A,0636,067F,0673
0C,1FB7,062D,063A,0680,0674
0C,1FB8,062E,063A,0681,0676
0C,1FB9,062D,063A,0680,0675
0C,1FBA,062C,0639,0680,0673
0C,1FBB,062B,0638,067F,0672
0C,1FBC,062D,063A,0680,0675
0C,1FBD,062E,063B,0681,0676
0C,1FBE,062D,0639,0680,0675
0C,1FBF,062B,0638,0680,0674
0C,1FC0,062B,0638,067F,0672
0C,1FC1,062D,063A,0680,0675
0C,1FC2,062D,063B,0682,0676
0C,1FC3,062E,063A,0680,0675
0C,1FC4,062D,0639,0680,0674
0C,1FC5,062B,0637,067F,0673
0C,1FC6,062C,063A,0681,0675
0C,1FC7,062D,063B,0681,0675
0C,1FC8,062C,063A,0681,0675
0C,1FC9,062C,0639,0680,0673
0C,1FCA,062B,0638,067F,0673
0C,1FCB,062D,063A,0680,0675
0C,1FCC,062E,063C,0681,0675
0C,1FCD,062D,063A,0680,0675
0C,1FCE,062C,0638,0681,0674
0C,1FCF,062B,0638,067F,0672
0C,1FD0,062D,063A,0680,0675
0C,1FD1,062E,063B,0681,0676
0C,1FD2,062D,063A,0680,0674
0C,1FD3,062D,0638,067F,0673
0C,1FD4,062B,0637,067F,0673
0C,1FD5,062D,063A,0681,0675
0C,1FD6,062E,063B,0681,0675
0C,1FD7,062D,063A,0680,0675
0C,1FD8,062D,0639,0680,0674
0C,1FD9,062B,0637,067F,0673
0C,1FDA,062C,063A,0680,0674
0C,1FDB,062E,063C,0681,0675
0C,1FDC,062D,063A,0681,0675
0C,1FDD,062C,0638,0680,0674
0C,1FDE,062C,0638,067F,0673
0C,1FDF,062C,0639,0680,0675
0C,1FE0,062E,063B,0681,0676
0C,1FE1,062E,063A,0680,0675
0C,1FE2,062C,0639,0680,0674
0C,1FE3,062B,0638,067F,0673
0C,1FE4,062D,063A,0680,0674
0C,1FE5,062E,063B,0681,0676
0C,1FE6,062D,063B,0680,0674
0C,1FE7,062D,063A,0680,0673
0C,1FE8,062B,0637,067F,0673
0C,1FE9,062D,063A,0680,0674
0C,1FEA,062E,063B,0681,0675
0C,1FEB,062E,063A,0680,0675
0C,1FEC,062C,0639,0680,0674
0C,1FED,062B,0638,067F,0672
0C,1FEE,062C,0639,0680,0674
0C,1FEF,062E,063B,0681,0675
0C,1FF0,062D,063A,0681,0674
0C,1FF1,062C,0639,0680,0674
0C,1FF2,062B,0638,067F,0673
0C,1FF3,062D,063A,067F,0674
0C,1FF4,062D,063A,0681,0676
0C,1FF5,062D,063A,0680,0674
0C,1FF6,062C,0638,0680,0674
0C,1FF7,062B,0637,067F,0673
0C,1FF8,062C,0639,0680,0674
0C,1FF9,062E,063B,0681,0675
0C,1FFA,062D,063A,0680,0675
0C,1FFB,062C,0639,0680,0674
0C,1FFC,062B,0637,067F,0673
0C,1FFD,062D,0639,0680,0674
0C,1FFE,062E,063B,0681,0676
0C,1FFF,062E,063B,0680,0675
0C,2000,062C,0638,0680,0674
0C,2001,062B,0638,0680,0673
0C,2002,062D,0639,0680,0675
0C,2003,062D,063B,0681,0676
0C,2004,062D,063B,0681,0674
0C,2005,062C,0639,0680,0674
0C,2006,062C,0638,067F,0673
0C,2007,062D,063A,067F,0674
0C,2008,062E,063C,0680,0675
0C,2009,062D,063A,0680,0675
0C,200A,062C,0639,0680,0673
0C,200B,062C,0639,067F,0672
0C,200C,062C,0639,0680,0674
0C,200D,062E,063B,0681,0675
0C,200E,062D,063A,0680,0675
0C,200F,062C,0639,0680,0674
0C,2010,062B,0638,067F,0673
0C,2011,062C,0639,0680,0674
0C,2012,062E,063B,0681,0675
0C,2013,062D,063A,0680,0675
0C,2014,062D,0638,0680,0674
0C,2015,062A,0637,067F,0673
0C,2016,062C,0639,0680,0674
0C,2017,062D,063B,0681,0675
0C,2018,062C,063A,0681,0675
0C,2019,062C,0639,0680,0674
0C,201A,062C,0638,067E,0672
0C,201B,062C,0639,067F,0674
0C,201C,062E,063B,0681,0675
0C,201D,062E,063B,0681,0675
0C,201E,062C,063A,0680,0674
0C,201F,062B,0638,067F,0672
0C,2020,062C,0639,0680,0674
0C,2021,062D,063B,0681,0675
0C,2022,062D,063B,0681,0674
0C,2023,062C,0639,0681,0675
0C,2024,062B,0637,067F,0673
0C,2025,062D,0639,0680,0674
0C,2026,062E,063B,0680,0675
0C,2027,062D,063B,0681,0674
0C,2028,062C,0639,0680,0674
0C,2029,062B,0637,067F,0673
0C,202A,062C,0639,0680,0674
0C,202B,062E,063B,0681,0675
0C,202C,062D,063B,0681,0675
0C,202D,062C,0639,0680,0674
0C,202E,062B,0638,067F,0672
0C,202F,062D,0639,067F,0674
0C,2030,062E,063B,0681,0675
0C,2031,062E,063B,0680,0674
0C,2032,062C,0639,0680,0674
0C,2033,062A,0637,067F,0673
0C,2034,062C,0639,0680,0674
0C,2035,062D,063A,0681,0676
0C,2036,062D,063A,0681,0676
0C,2037,062C,0639,0680,0674
0C,2038,062B,0637,067E,0673
0C,2039,062C,0639,067F,0674
0C,203A,062E,063B,0681,0675
0C,203B,062D,063B,0680,0675
0C,203C,062C,0639,0680,0674
0C,203D,062B,0638,067F,0673
0C,203E,062C,0639,0680,0674
0C,203F,062E,063B,0682,0676
0C,2040,062D,063B,0681,0675
0C,2041,062C,0639,0680,0674
0C,2042,062B,0638,0680,0673
0C,2043,062D,063A,0680,0674
0C,2044,062D,063B,0681,0676
0C,2045,062D,063B,0681,0675
0C,2046,062D,0639,0680,0675
0C,2047,062C,0638,067F,0673
0C,2048,062C,0639,067F,0674
0C,2049,062E,063B,0681,0675
0C,204A,062E,063B,0681,0675
0C,204B,062C,0639,0681,0675
0C,204C,062B,0638,067F,0672
0C,204D,062C,0638,067F,0673
0C,204E,062D,063A,0681,0675
0C,204F,062E,063B,0680,0675
0C,2050,062C,0639,0680,0674
0C,2051,062B,0637,0680,0673
0C,2052,062C,0639,0680,0674
0C,2053,062E,063C,0682,0676
0C,2054,062D,063A,0681,0675
0C,2055,062C,0639,0681,0675
0C,2056,062B,0637,067F,0673
0C,2057,062C,0639,0680,0674
0C,2058,062E,063B,0681,0675
0C,2059,062E,063A,0681,0676
0C,205A,062B,0639,0680,0674
0C,205B,062B,0638,067F,0672
0C,205C,062C,0638,0680,0674
0C,205D,062E,063A,0681,0676
0C,205E,062D,063B,0681,0675
0C,205F,062C,0639,0681,0675
0C,2060,062B,0637,0680,0673
0C,2061,062C,0638,067F,0674
0C,2062,062D,063A,0681,0676
0C,2063,062D,063A,0680,0676
0C,2064,062D,063A,0680,0675
0C,2065,062C,0637,067E,0673
0C,2066,062B,0639,0680,0674
0C,2067,062D,063B,0682,0676
0C,2068,062D,063A,0681,0676
0C,2069,062C,0638,0680,0674
0C,206A,062B,0637,067E,0672
0C,206B,062B,0637,067F,0674
0C,206C,062D,063A,0680,0675
0C,206D,062E,063B,0681,0675
0C,206E,062D,0639,0681,0675
0C,206F,062C,0638,0680,0673
0C,2070,062D,0639,0680,0674
0C,2071,062F,063B,0682,0676
0C,2072,062E,063B,0681,0676
0C,2073,062C,0639,0680,0675
0C,2074,062B,0637,067F,0672
0C,2075,062B,0638,067F,0673
0C,2076,062E,063A,0680,0674
0C,2077,062D,063A,067F,0674
0C,2078,062C,0638,0680,0673
0C,2079,062B,0637,067F,0672
0C,207A,062B,0638,0680,0674
0C,207B,062D,063A,0681,0676
0C,207C,062D,063A,0681,0675
0C,207D,062C,0639,0680,0674
0C,207E,062B,0637,067F,0673
0C,207F,062C,0639,067F,0673
0C,2080,062E,063B,0680,0675
0C,2081,062E,063B,0682,0675
0C,2082,062C,063A,0681,0674
0C,2083,062B,0637,067F,0673
0C,2084,062C,0639,0680,0674
0C,2085,062D,063A,0681,0675
0C,2086,062D,063B,0681,0675
0C,2087,062C,0638,0681,0675
0C,2088,062B,0637,067F,0672
0C,2089,062B,0638,067F,0674
0C,208A,062D,063A,0681,0675
0C,208B,062D,063B,0681,0675
0C,208C,062D,0638,0680,0674
0C,208D,062A,0637,067F,0673
0C,208E,062C,0639,067F,0673
0C,208F,062D,063B,0681,0675
0C,2090,062D,063B,0681,0674
0C,2091,062D,0639,0680,0674
0C,2092,062C,0637,067E,0673
0C,2093,062C,0639,067F,0673
0C,2094,062D,063A,0681,0676
0C,2095,062E,063A,0680,0675
0C,2096,062C,0638,0681,0675
0C,2097,062B,0637,0680,0673
0C,2098,062C,0638,0680,0674
0C,2099,062E,063B,0681,0675
0C,209A,062F,063C,0681,0675
0C,209B,062D,0639,0681,0675
0C,209C,062C,0638,067F,0673
0C,209D,062C,0638,067F,0674
0C,209E,062D,063B,0681,0676
0C,209F,062D,063B,0681,0675
0C,20A0,062C,063A,0680,0674
0C,20A1,062B,0637,067F,0673
0C,20A2,062B,0639,067F,0673
0C,20A3,062E,063A,0681,0675
0C,20A4,062D,063B,0680,0675
0C,20A5,062C,0639,0680,0674
0C,20A6,062B,0637,067F,0673
0C,20A7,062B,0638,067F,0674
0C,20A8,062E,063B,0681,0676
0C,20A9,062E,063B,0681,0675
0C,20AA,062C,063A,0680,0674
0C,20AB,062B,0638,067F,0673
0C,20AC,062C,0639,0680,0674
0C,20AD,062E,063B,0681,0676
0C,20AE,062E,063B,0681,0675
0C,20AF,062C,063A,0681,0674
0C,20B0,062B,0638,067F,0673
0C,20B1,062B,0639,0680,0674
0C,20B2,062D,063B,0682,0675
0C,20B3,062D,063B,0681,0675
0C,20B4,062C,0639,0681,0674
0C,20B5,062C,0638,067F,0673
0C,20B6,062B,0638,0680,0674
0C,20B7,062D,063B,0681,0675
0C,20B8,062E,063B,0681,0675
0C,20B9,062D,0639,0680,0674
0C,20BA,062B,0637,067F,0673
0C,20BB,062C,0638,067F,0673
0C,20BC,062D,063B,0681,0675
0C,20BD,062D,063B,0681,0676
0C,20BE,062C,0638,0680,0674
0C,20BF,062A,0637,067F,0673
0C,20C0,062B,0638,067F,0673
0C,20C1,062E,063B,0681,0675
0C,20C2,062D,063A,0680,0676
0C,20C3,062C,0639,0681,0674
0C,20C4,062B,0637,067F,0674
0C,20C5,062B,0638,067F,0674
0C,20C6,062D,063B,0681,0675
0C,20C7,062D,063A,0681,0676
0C,20C8,062C,0639,0680,0674
0C,20C9,062B,0637,067F,0673
0C,20CA,062B,0638,067F,0673
0C,20CB,062E,063B,0681,0675
0C,20CC,062D,063B,0680,0675
0C,20CD,062C,0639,0680,0673
0C,20CE,062B,0637,067F,0673
0C,20CF,062C,0639,0680,0673
0C,20D0,062E,063B,0681,0676
0C,20D1,062D,063B,0681,0676
0C,20D2,062C,0639,0680,0674
0C,20D3,062C,0638,067F,0673
0C,20D4,062B,0638,067F,0673
0C,20D5,062E,063B,0681,0675
0C,20D6,062E,063B,0680,0675
0C,20D7,062C,0639,0680,0675
0C,20D8,062B,0638,0680,0673
0C,20D9,062C,0638,067F,0673
0C,20DA,062D,063A,0681,0675
0C,20DB,062D,063B,0680,0674
0C,20DC,062C,0638,0680,0674
0C,20DD,062B,0637,067F,0673
0C,20DE,062C,0639,067F,0673
0C,20DF,062E,063B,0681,0676
0C,20E0,062E,063B,0681,0675
0C,20E1,062D,0639,0680,0674
0C,20E2,062C,0638,067F,0673
0C,20E3,062B,0638,067F,0673
0C,20E4,062D,063B,0681,0675
0C,20E5,062D,063B,0681,0675
0C,20E6,062D,063A,0681,0675
0C,20E7,062C,0639,0680,0673
0C,20E8,062C,0638,067F,0673
0C,20E9,062D,063B,0681,0675
0C,20EA,062D,063B,0681,0675
0C,20EB,062D,063A,0680,0674
0C,20EC,062C,0639,0680,0673
0C,20ED,062B,0639,0680,0673
0C,20EE,062E,063B,0681,0675
0C,20EF,062D,063A,0681,0675
0C,20F0,062C,0639,0680,0674
0C,20F1,062C,0638,067F,0673
0C,20F2,062B,0638,0680,0674
0C,20F3,062D,063B,0681,0675
0C,20F4,062D,063B,0681,0676
0C,20F5,062C,0639,0681,0675
0C,20F6,062B,0638,0680,0673
0C,20F7,062B,0637,067F,0674
0C,20F8,062D,063A,0681,0676
0C,20F9,062E,063B,0681,0675
0C,20FA,062C,0639,0681,0674
0C,20FB,062B,0637,067F,0673
0C,20FC,062C,0639,067F,0672
0C,20FD,062E,063A,0680,0675
0C,20FE,062D,063B,0681,0676
0C,20FF,062D,063A,0680,0674
0C,2100,062B,0638,0680,0673
0C,2101,062A,0638,067F,0673
0C,2102,062D,063B,0681,0674
